,A_x,C♯_x,E_x,F_x,F♯_x,G_x,G♯_x,A_x,B_x
21,0.7611445047941413,0.7846184767949816,0.7379507431991733,0.6436036395563753,0.6608553888792587,0.6702808908608694,0.6717576989580225,0.7611445047941413,1.0
22,0.7456231897015967,0.8191867668244107,0.788847951354561,0.6880973899009986,0.7442969305865198,0.7346651896231206,0.6528438764814163,0.7456231897015967,0.976527191196003
23,0.7176373916546869,0.6900114842736897,0.7528812863698341,0.7557495627170511,0.752359851556755,0.7066608851803843,0.7245585165294259,0.7176373916546869,0.9824034046015048
24,0.8085213396675613,0.6837640768563341,0.6597197243326658,0.6068252356905157,0.7817093622289084,0.6709091748268022,0.7699912906929413,0.8085213396675613,0.9943836102661788
25,0.7709911491152854,0.8106652210226862,0.7621886612112488,0.7001824948533869,0.7502029151204361,0.6811146750306126,0.7827425357526567,0.7709911491152854,0.9996839071931208
26,0.7486992726417823,0.7831629413625804,0.7524137066205859,0.6040893060057012,0.6979993935564646,0.7642149711379232,0.6924945653323448,0.7486992726417823,0.9785410493231362
27,0.7614578425750075,0.7424018681262515,0.7789229463184282,0.6741865935395032,0.7271366112133051,0.6665857303666705,0.6580085000499434,0.7614578425750075,0.9770197069699842
28,0.81639522231692,0.8253551501978492,0.7940204112693992,0.7746332497566885,0.804005777377445,0.7974506630565407,0.7389459058334623,0.81639522231692,0.959509507745067
29,0.838836839758657,0.6873198921568554,0.674727041343576,0.5925028103166321,0.6437824158453924,0.6248168552199309,0.7061842254985331,0.838836839758657,0.9189846456043592
30,0.7361576817562486,0.7610821397407318,0.7776309704537238,0.6747402080875283,0.7102509662819969,0.6755397952385179,0.6883867783366192,0.7361576817562486,1.0
31,0.6747238202727758,0.728374253775843,0.6885735308253166,0.6050746464650695,0.6484935286088356,0.6661185333984956,0.6395634856488372,0.6747238202727758,1.0
32,0.7689668823781922,0.7457549601893235,0.7711612687735999,0.6044172980055292,0.7512789835559855,0.6930900202442475,0.6431253857172372,0.7689668823781922,0.978459277352322
33,0.7318348085480827,0.7501058989044198,0.7335431888273232,0.6442307743050304,0.5945198247166815,0.6479397711644722,0.6260970805087512,0.7318348085480827,0.931734049074361
34,0.8307047411869547,0.7326142637994053,0.8029095203369409,0.6515903912207729,0.6687882297157253,0.7035820654899713,0.7768049838685266,0.8307047411869547,0.94972977602175
35,0.6852180466753189,0.6296755253881959,0.5847611122268607,0.5984172312293127,0.6944603991279799,0.6409038355853958,0.6696109185074811,0.6852180466753189,1.0
36,0.9162552734691116,0.7291421298383867,0.8088043446757734,0.7474301473177737,0.7722178464213564,0.7769160562540006,0.8166588754033014,0.9162552734691116,0.9430162928599768
37,0.7895480004832702,0.7949138255521718,0.8521400655614326,0.7176009247648313,0.8149092652329069,0.8201104713649059,0.6972500630094296,0.7895480004832702,0.9551381521153256
38,0.7294367576367677,0.784889746854878,0.8165093895239344,0.7275889435978519,0.7849913167861401,0.6923460709131958,0.6720528648492059,0.7294367576367677,0.9595339056895428
39,0.8053428887794403,0.7231831793947682,0.7455263104739761,0.7170516262215098,0.7624013531153703,0.7029060134392453,0.7692707540265366,0.8053428887794403,0.9870712929339378
40,0.8399110249953683,0.7332813993985156,0.7714602780131109,0.6773895389427383,0.7129213244649267,0.740975203628977,0.757391154778337,0.8399110249953683,1.0
41,0.7180607082564169,0.7101620480027119,0.6974860106204585,0.7045676841630751,0.6888517437578071,0.6510830706311932,0.638491376167289,0.7180607082564169,1.0
42,0.7118454431149628,0.6653442655340228,0.6814893309451646,0.6926477734263407,0.7280595426895782,0.6890509551826057,0.7244050457342643,0.7118454431149628,0.9973402302718798
43,0.7525125235281133,0.3583064765911212,0.8054850837778395,0.8841453462756834,0.8362409470947686,0.730488390694154,0.744668961620926,0.7525125235281133,0.7700288010856188
44,0.9842219867461665,0.4607667671969409,0.6233815150845539,0.6308633206232117,0.7484667675340706,0.7665937827112989,0.8085894411030088,0.9842219867461665,0.9434738918997836
45,0.8355734201574515,0.4439735218249458,0.6070298579272153,0.6373689801111072,0.6432958382252015,0.7891803464328019,0.8536350666769194,0.8355734201574515,0.9295580851895752
46,0.896587753972539,0.4539974842947229,0.5761542082578812,0.5743224762275879,0.6819990275684038,0.746126356984442,0.853384709375487,0.896587753972539,0.9668815120833164
47,0.9366789166120716,0.369407874522371,0.5731866344407314,0.5875608566380169,0.6904266614453793,0.7210277989945532,0.8174745224804237,0.9366789166120716,0.9183504747421848
48,0.9116419925238262,0.42192710372137,0.6301452699008575,0.7004237860055307,0.7969710430457281,0.818771098665921,0.8663042236490623,0.9116419925238262,0.9257091191601016
49,0.7985729787240566,0.3606805054762378,0.5756470563787136,0.5550888448254575,0.6354875436746951,0.6895252774675242,0.7227000015213593,0.7985729787240566,0.9028381963130307
50,0.7972243686003141,0.3511888660620275,0.5936654563656991,0.6001906338619455,0.6580460908821498,0.6211756475340433,0.6346668598117449,0.7972243686003141,0.8879095703570999
51,0.9290470105551696,0.3458456813178772,0.6522143870462725,0.6281998738980693,0.6553255377037105,0.7714260249015433,0.8436622660769745,0.9290470105551696,0.9703729020909824
52,0.8609172326264604,0.3595230607416257,0.5619806690104662,0.6239394746128161,0.6844712284242451,0.765486966420926,0.8258227667475726,0.8609172326264604,0.9825654449243276
53,0.7649258417947583,0.3881553301230411,0.5163610294996053,0.531234802060159,0.597158965910411,0.7371974129645947,0.8472290786861761,0.7649258417947583,0.9395778087910864
54,0.90806210938343,0.4179428510191906,0.5873336522590042,0.6095770234694818,0.6148518136250601,0.7311902239641256,0.7933476034762862,0.90806210938343,0.8449277644834505
55,0.921117682178474,0.4536937082773424,0.7330704625677299,0.7158075553243733,0.670442557823136,0.77108449755043,0.8524856039681153,0.921117682178474,0.9210308779424028
56,0.8378109743959423,0.39699780616663,0.6953180974828427,0.6322942384120205,0.605863368868596,0.6995544787807227,0.8246740416701906,0.8378109743959423,0.978235888783896
57,0.8789625860766588,0.4047672138554377,0.6130656278214445,0.637096703377799,0.6183950759299298,0.7802156815522228,0.8589412869432609,0.8789625860766588,0.9488907655963672
58,0.7368544090605731,0.4194780031653565,0.5698121762442527,0.6626409002517741,0.6683230973683405,0.692072906585345,0.7078441373209428,0.7368544090605731,0.941949524878133
59,0.8750104399682611,0.4484488681494299,0.539610255366887,0.5468490546127913,0.6631509435235472,0.7049010645415885,0.8063461745135978,0.8750104399682611,0.9346339481715944
60,0.8365797658419892,0.4244865082833364,0.5874855747024589,0.6664063588702133,0.6704058322359655,0.7992246635332482,0.837089427785398,0.8365797658419892,0.8460523739722797
61,0.8627604992533414,0.483867554634187,0.5663902095791584,0.7062111762858367,0.7523623546390218,0.8511205380481707,0.8610468674371852,0.8627604992533414,0.941554058715183
62,0.8901470850259375,0.3785771227444521,0.5759825166262192,0.5336314081162051,0.5553550989944448,0.6308527189703698,0.8223477194805527,0.8901470850259375,0.9586586485178468
63,0.8129520875387332,0.4260080712778085,0.5932012515003009,0.5427050456682618,0.6390093184439011,0.7032388264713157,0.8193612885316952,0.8129520875387332,1.0
64,0.8486105922575987,0.4202574366590812,0.6514979770882734,0.6570949585048986,0.7990435139658011,0.7672939381960543,0.7843581641423377,0.8486105922575987,0.9396513327646556
65,0.9304034754139542,0.3601019971923072,0.5615041219942002,0.6451704689831973,0.6651781777899276,0.6904370345680862,0.9237023237362466,0.9304034754139542,0.9662975132011954
66,0.8512550200898513,0.3689633210779374,0.6745708358258512,0.6928737456051741,0.7762594716072195,0.7944209479180296,0.8677267436943897,0.8512550200898513,0.9107435768252748
67,0.7581857940381145,0.4767837771016351,0.5530272630577745,0.6392076917574144,0.7785919067949023,0.8103545108627092,0.8263631647262747,0.7581857940381145,0.9918890743772666
68,0.8800961364732235,0.4675815104759544,0.5560651494888705,0.5817013128335483,0.70284548011919,0.7330063586820876,0.9259904311389056,0.8800961364732235,0.92382209797098
69,0.8777374754704631,0.3661899054793469,0.5930591658949805,0.5438822518929671,0.6091353552163102,0.7430087758845629,0.8971917095481773,0.8777374754704631,0.9076847982454956
70,0.7950241957692668,0.398311094981792,0.57985652843175,0.6907193148955987,0.7015799843969854,0.6999803567478073,0.8523147492839406,0.7950241957692668,0.9620316614370484
71,0.8652168354337819,0.3770861350165457,0.5986848511222856,0.7095612015625684,0.6824374563326258,0.7532233325519965,0.96352406824687,0.8652168354337819,0.9505950491037152
72,0.8833153575166731,0.3513201096235907,0.5631385184247847,0.6403569502946718,0.7028835587067718,0.6877951755684064,0.8027893660597978,0.8833153575166731,0.9550781444467366
73,0.9182424757598112,0.3886821282627533,0.6286528552396394,0.7012065970924483,0.7285302119876312,0.7871123902098489,0.8288656501340764,0.9182424757598112,0.9146088738438288
74,0.8566666977240996,0.4419933421728629,0.5541967824044455,0.5838438260148201,0.645566908699936,0.6957029701921517,0.8596650852438824,0.8566666977240996,0.9515860539065852
75,0.8357254588054753,0.3958142150134092,0.6634391448315258,0.6507327455146268,0.6586282271638532,0.7447379159783942,0.8065692281783949,0.8357254588054753,1.0
76,0.7916549524541446,0.4861153813361751,0.613226182028248,0.6741626361637189,0.7101552189668402,0.796206953933667,0.8964500068178793,0.7916549524541446,0.9231578390188628
77,0.8711838401547606,0.3797840794336812,0.5586086494251512,0.5837808885992914,0.6198890255335432,0.6867451979710834,0.8227109058899487,0.8711838401547606,0.9709201501654346
78,0.8793634959583528,0.4136204601355884,0.5978644639513058,0.6355006458586938,0.6336566839493495,0.7795653499036138,0.8791299594154253,0.8793634959583528,0.9394630641546896
79,0.871891802910948,0.4535093399774808,0.6106808858105784,0.6961600709980713,0.6976312529734457,0.6742524952112644,0.8132299537556472,0.871891802910948,0.9660780580346314
80,0.8662231595178341,0.3704401084680893,0.6348776770724655,0.7029710977553479,0.7242712036263629,0.7142530315079479,0.8570621599484127,0.8662231595178341,0.9242253799073316
81,0.8165057739959324,0.5182772412380383,0.5849200847210587,0.6428249479724616,0.7148037099990203,0.7162816858746991,0.8167328657174439,0.8165057739959324,0.9545033904413472
82,0.7468467957100625,0.5161711833546546,0.6090810955993998,0.6900043967100974,0.7671547988886057,0.7451789872842395,0.8042212440255422,0.7468467957100625,0.9832374397905538
83,0.8787665177914602,0.5663646189513284,0.6551011210924637,0.7078138368633701,0.7827921164405561,0.8321134518797088,0.8945203434430242,0.8787665177914602,0.9180767841551136
84,0.8458345546988375,0.4002659659735343,0.5832917712373636,0.6504449028223891,0.630549045350066,0.7411909623317218,0.8033534971365993,0.8458345546988375,0.9865742808348336
85,0.8497457044919913,0.3834352707535095,0.5728674993872093,0.638603511708475,0.6651104300912444,0.6509263381920235,0.7970575679110766,0.8497457044919913,0.9741650397662864
86,0.9367089089065476,0.4824822143407186,0.5863966247645725,0.6606678290310396,0.7275333944983761,0.7677005413324567,0.8548702048893654,0.9367089089065476,0.9106278959327188
87,0.8309994088347227,0.4094002492937457,0.5914763081783841,0.6802765138154859,0.6978248898931262,0.7054563934007452,0.778158686316262,0.8309994088347227,0.9188843883921954
88,0.8329816859344326,0.5061414662251787,0.5094924182091106,0.6483488972215747,0.6251136503675226,0.7355032233699247,0.7296152293253114,0.8329816859344326,1.0
89,0.9055214222189784,0.4612064994865264,0.5517487636790511,0.6381956246708828,0.6548511363553537,0.760361807620645,0.8834285198121078,0.9055214222189784,0.97100628739341
90,0.8064600669526184,0.3978969607996411,0.5309790773997932,0.6132491928849539,0.6598610385547318,0.6999759235000841,0.754768770143011,0.8064600669526184,0.978756263964561
91,0.8509525758635438,0.4068341325371229,0.5885859636771861,0.7250832071813575,0.6994289121823621,0.6765064180830658,0.7905732527112,0.8509525758635438,0.9351462855139784
92,0.8584269379593955,0.5013207955144535,0.4999461683781358,0.6033517037453406,0.6324709411959073,0.7477152051357177,0.7847541888314399,0.8584269379593955,0.9452423414496706
93,0.8380271874309139,0.5089836395631667,0.5257929299527163,0.6472571930424603,0.6966004406920794,0.7670679528803609,0.8027914558032437,0.8380271874309139,0.900048051530992
94,0.8333069984453222,0.5334709310354254,0.7130875119330478,0.6312783290473148,0.6116338771233195,0.7342453634472607,0.727480061121788,0.8333069984453222,1.0
95,0.7808740323281326,0.5606624089514097,0.5747603167344777,0.6225429078725393,0.7902736401370025,0.775756618759487,0.7404467591298433,0.7808740323281326,0.8774021877053476
96,0.6537164398150139,0.6882462233980039,0.6908134404147576,0.8790562793835387,0.8029647159944453,0.7076533731219078,0.7673903450914231,0.6537164398150139,0.8178601140555948
97,0.849792557329331,0.7334780507801963,0.8633636402704271,0.954719585641704,0.8952984080650651,0.7977836808656834,0.847856370587186,0.849792557329331,0.9295370540340888
98,0.6652627315743955,0.7534128127639784,0.8825839478247245,0.6562034573361695,0.6046098512711328,0.6644871362891883,0.6912774929763884,0.6652627315743955,0.7778489863618728
99,0.9228845926408604,0.5045738698690052,0.6562898009280764,0.6336976387666591,0.6849636510252083,0.7965540052926329,0.9335442482679368,0.9228845926408604,0.8739277730322668
100,0.8912132552452202,0.4930710820630667,0.7149295042036184,0.7977197884706274,0.8199492578887458,0.772799467041357,0.8057382011916774,0.8912132552452202,0.8351315096797102
101,0.902431058059897,0.3845591563412656,0.5540842290259778,0.5283536196711222,0.6052191374704518,0.6774283714789995,0.7547470014359492,0.902431058059897,0.9512020565271176
102,0.8135470636942305,0.4468800464618979,0.5461490117288369,0.6171466628784117,0.641580981359469,0.7390694803416348,0.8010270877030309,0.8135470636942305,0.901658294271655
103,0.7810041928931212,0.37009283927736,0.5503749598746247,0.578167444695159,0.603427870678365,0.6474975944997767,0.7008297728675764,0.7810041928931212,0.9302178231159208
104,0.8230330057906974,0.4547012168009152,0.5664994861996737,0.739979346769006,0.7251006731482724,0.7958925194483294,0.8787189384471285,0.8230330057906974,0.9608296127786734
105,0.886392420031996,0.406472625476159,0.6108848296649754,0.6874790652305945,0.7131413224596411,0.7184351875888444,0.876716442742573,0.886392420031996,0.9832571765315028
106,0.8410620886033343,0.4146717552479517,0.5720572571594471,0.6254473777665709,0.7012683394108242,0.7035615769869984,0.7922740949199515,0.8410620886033343,0.99321469506144
107,0.940812713838656,0.4748233742177495,0.5356179132500312,0.7991766919242728,0.7817385733532071,0.6851944733673507,0.8217312787800255,0.940812713838656,0.9639817947044156
108,0.8271111628095175,0.3409005955235265,0.5902115278805866,0.6063306347085803,0.7277115075977588,0.8623545000812292,0.8999544745667505,0.8271111628095175,0.96415414849974
109,0.802669259897395,0.3448104153781636,0.4210048463800397,0.5875794733606136,0.7274982908282547,0.7473692870907817,0.6901092195810401,0.802669259897395,0.8571612931876401
110,0.9318241905191574,0.4678284042048644,0.5025092998605126,0.6726096189365177,0.7043353544083484,0.7699778450270375,0.8535388953691756,0.9318241905191574,0.9494661385633928
111,0.8500355538778684,0.4284423487180673,0.5625237720765409,0.6397845458669112,0.7227901687186836,0.7964456580209434,0.8320310587972569,0.8500355538778684,1.0
112,0.8559309836152037,0.4547387936852836,0.5034107628029151,0.649018105705276,0.6491872549740033,0.7727100804727148,0.8712685613348555,0.8559309836152037,0.9438108593280536
113,0.9014821336017852,0.4175474012690733,0.5125211611415443,0.5608567272807582,0.5523341139669923,0.6196315464567296,0.7089686178178923,0.9014821336017852,0.8942180345202444
114,0.8185092620849685,0.4695040603991733,0.6376333105116218,0.6504320111101839,0.7444994766265466,0.7789862419078254,0.7785793495116818,0.8185092620849685,0.9625504593546008
115,0.8452179686481839,0.436516449296968,0.6207030300812976,0.6293738990870289,0.6963974128373493,0.6603697305060404,0.8400166273848857,0.8452179686481839,0.9587157875404734
116,0.7966919947588246,0.4281496067010488,0.5309839185117918,0.6432969904368467,0.6444826385595642,0.6531955339897243,0.7049439777671537,0.7966919947588246,0.982437772023532
117,0.8402459399923377,0.3104571043639821,0.4980182893515739,0.534574063789991,0.6205050022837777,0.693257702743999,0.7258376853488313,0.8402459399923377,0.9837216126901528
118,0.7679872104853175,0.4986147464572022,0.6151558071464929,0.6739901117699821,0.7057489478013911,0.7217538115327254,0.7938388581740224,0.7679872104853175,0.9913403701241492
119,0.8224066455162026,0.4247462032073277,0.5896687067188134,0.6098140702759292,0.592869149959015,0.7089126881124574,0.7587600278360386,0.8224066455162026,0.9426819837815148
120,0.913983441079998,0.4378047518143168,0.5595921274565901,0.5909570814047128,0.6682568610885361,0.7298701962692814,0.8373353202830489,0.913983441079998,0.9477807523160626
121,0.9626043379123028,0.4143764055753009,0.5673096462567807,0.6194910296376613,0.6145316865525979,0.7024187835286079,0.8147870215023806,0.9626043379123028,0.9170954820192108
122,0.8461685299978109,0.4530650360110555,0.5505010789995036,0.6569840273465325,0.7180167443555763,0.7755444666302496,0.8151937043977742,0.8461685299978109,0.9915505458583618
123,0.8969425099929992,0.3794536972798326,0.5936405386654355,0.6588783219977726,0.6854771043317456,0.6939293092559744,0.8228297394654899,0.8969425099929992,0.9818914321748532
124,0.8339694579327933,0.4010532812050097,0.5880062863040084,0.6348656305264634,0.6641818529137149,0.7468856682068742,0.7658129160946006,0.8339694579327933,0.9799065575731444
125,0.8903732382062585,0.4040648567902063,0.675609065506905,0.5967186948189654,0.6643506148575171,0.7640870000186109,0.8246655394474649,0.8903732382062585,0.9305353804592246
126,0.9226779763617978,0.5263838343410067,0.6104737136237864,0.6141651760785488,0.6515237405904574,0.7498296952676687,0.8498622867734995,0.9226779763617978,0.8796127240477336
127,0.7940629857122139,0.4263743132992577,0.5288234390160618,0.6282080546490539,0.6799227195809704,0.7929498414454214,0.8006974772778662,0.7940629857122139,0.9338468934663656
128,0.8718199568602216,0.4582160845207602,0.6632466764056631,0.7329867610471017,0.6992271672923641,0.7054767556177817,0.8061140942949838,0.8718199568602216,0.8850679198116723
129,0.9609262437105685,0.3940180589822836,0.6357177927346541,0.6249332776949602,0.7017420751192214,0.7409678125464322,0.8647197574992725,0.9609262437105685,0.8658575092128983
130,0.7635051994377435,0.3744970838507819,0.498740733937238,0.501816701920534,0.6675755550128724,0.7437345977422659,0.7308632816763501,0.7635051994377435,0.9582998116586906
131,0.9486207531085432,0.4095157574740596,0.499441399763589,0.6334201062075608,0.6190258349416148,0.6986672295494943,0.805014326274042,0.9486207531085432,0.8564678932304752
132,0.9732439580631538,0.4487609561776231,0.5951199666847947,0.6910232533242686,0.7081616461561233,0.7395328062541848,0.8148747996232385,0.9732439580631538,0.8814765413132061
133,0.8020164807911612,0.4673928174595556,0.5985512497066138,0.7448214975578343,0.763862511371955,0.7893683024707986,0.7931855683643376,0.8020164807911612,0.9045467846764024
134,0.8608587901147514,0.3925852338566669,0.5406374122964184,0.5531253892144873,0.6451582971224432,0.7108702456507356,0.7816647657099058,0.8608587901147514,0.9276018916262762
135,0.8252907095134215,0.43497039082081,0.6169322632841486,0.6047587944490573,0.6497025897709539,0.7581342285464023,0.8537461256135305,0.8252907095134215,0.960916502512606
136,0.9402145156984432,0.4503500005542443,0.5696986473982152,0.6468140783963613,0.7863790295727937,0.835014947423015,0.8411367287621533,0.9402145156984432,0.9364085390537632
137,0.8498476427886348,0.4377215796436631,0.5279575379144508,0.5408061329817563,0.666231242469001,0.7426801528759756,0.812449125786434,0.8498476427886348,0.9011571260349438
138,0.867079555267074,0.453635422603494,0.5992733537465734,0.6346209129572097,0.6555976741739509,0.6905052365643124,0.8051518831888785,0.867079555267074,0.9982905172387092
139,0.7020671662767667,0.4237762759009165,0.5179032768219486,0.5704098373306429,0.6186879750614774,0.7418819262308962,0.7677949955531177,0.7020671662767667,0.9040954411770228
140,0.8538071909744657,0.3769466489000501,0.5531468774600866,0.6014499452816278,0.689169933855434,0.796897147740781,0.7590605189206548,0.8538071909744657,0.9246136412545256
141,0.9906888233885592,0.5201544436370402,0.6109137760637301,0.6991767804889966,0.7686350868815329,0.8321507453820364,0.9566818800413626,0.9906888233885592,0.9089903485185512
142,0.850350221805714,0.4968134018350779,0.5654685803629319,0.6258628328665977,0.6996258542725027,0.7114995829687008,0.8222045065194079,0.850350221805714,0.8968904605695268
143,0.8193289675095826,0.4610324653941757,0.5117246355767104,0.6904972213210262,0.7722598555021934,0.7964020038152865,0.8344704062166927,0.8193289675095826,0.9570276106571596
144,0.7382661377104066,0.4053915526054125,0.531030956068546,0.5614352298501892,0.6481550876235236,0.7229119222898124,0.717079276220501,0.7382661377104066,0.9860505602318538
145,0.8309993480080231,0.4524476176657345,0.5012480297795987,0.5784854016775351,0.6774989748996768,0.7871360669446211,0.7933550804059175,0.8309993480080231,0.9714102064336216
146,0.760562354657504,0.4576985117175442,0.6021883137727236,0.6273712261524235,0.6157069449268405,0.8166038767601274,0.7296972411417536,0.760562354657504,0.9491956746164056
147,0.7997232133385551,0.4473327273159915,0.5481171823089898,0.6551119370117227,0.722324680639172,0.7647918903588917,0.7640644522520196,0.7997232133385551,0.957138187915111
148,0.84757281870546,0.4879772884101818,0.6617771409003166,0.6789909077337617,0.7766748671852612,0.8333332620126649,0.8766442115561852,0.84757281870546,0.9497172092163564
149,0.778742585804066,0.3346570452844401,0.5260829512548327,0.5898724791869234,0.6789102430235943,0.75929325438787,0.6828795866113095,0.778742585804066,0.9536012509904926
150,0.8677146602997,0.4305011511040881,0.5321429623112134,0.6263432497067054,0.6278016511967949,0.6438447090224658,0.8044468288773704,0.8677146602997,0.889310495367079
151,0.7726047655502617,0.3574459702187389,0.4466095374922469,0.5032674633083535,0.6362960720723011,0.7578426600296139,0.7234019001849918,0.7726047655502617,0.995145524122775
152,0.9135402573701668,0.7480728237060063,0.7805099065041414,0.78132076222797,0.764678080747981,0.7723316132969386,0.8582585360780453,0.9135402573701668,0.9463473840346645
153,0.6841746238371016,0.7137068771267785,0.900400195690339,0.7321447848122838,0.8071052621810616,0.8601742857422989,0.9187763139333658,0.6841746238371016,0.9265716217290124
154,0.8166012640169326,0.506096035364361,0.5618621513755635,0.5983759799935401,0.6619598557142489,0.734998022357355,0.7989175069206356,0.8166012640169326,0.9196659646349667
155,0.8864196168193038,0.6220727468422135,0.6336301983172431,0.5409596182829515,0.6732505685665656,0.7903473087937752,0.8176494951085745,0.8864196168193038,0.9991787665380552
156,0.8761797558567159,0.5214411775284566,0.5314931448188733,0.5204713697282684,0.6312633254278093,0.7195195742509629,0.8181110873368835,0.8761797558567159,0.9242402747237648
157,0.8512742693308812,0.4767057575914544,0.5020023485743751,0.5771484495424818,0.6585043570266874,0.6823445637006874,0.7276177483702256,0.8512742693308812,0.9465748599281164
158,0.8419479305375975,0.465013758895467,0.4265037660020216,0.5534599415706272,0.5202879860522286,0.6474306971938328,0.7426542860713853,0.8419479305375975,0.9402381464700894
159,0.7452780310314037,0.5295548227462414,0.803706072910184,0.7776475479290238,0.6407768187927428,0.7421952693530041,0.8971772387503073,0.7452780310314037,0.7924244781784237
160,0.8943761778705387,0.5232566118270365,0.4992960182526803,0.6128211252261276,0.6744392716001446,0.6880401820450835,0.7537204613060039,0.8943761778705387,0.9635408854671462
161,0.8067549737865053,0.5135029185254244,0.5116104818438263,0.5685291845098442,0.6154817601352361,0.7348903319116914,0.7856454344252731,0.8067549737865053,1.0
162,0.8254615204353147,0.553729823393648,0.5521098565420065,0.6018321205079268,0.6164041383250783,0.7422446966150885,0.7912351595758053,0.8254615204353147,0.9970568720102904
163,0.8197679277956729,0.5468621504720103,0.5027483461649439,0.5076633475524088,0.5481596265810572,0.6376895384115631,0.7095979802442166,0.8197679277956729,0.9633015642227954
164,0.8383966054615358,0.5768396781523712,0.5934432419171097,0.6520651180665603,0.6375224634450689,0.7472168887166816,0.7536390402389931,0.8383966054615358,0.9502588437841216
165,0.9026931071520568,0.4965836225130263,0.5458735120147152,0.5775010342208403,0.6364954297976335,0.7434193128024961,0.8126595216393678,0.9026931071520568,0.9598589459338084
166,0.847526740557533,0.5151424952400249,0.4688596350107707,0.5711438735734875,0.5667412204484141,0.6593528129068571,0.6464098703379643,0.847526740557533,0.9311403277514596
167,0.7996345352659203,0.4770039909050333,0.543501975421749,0.5795751892703908,0.6432555892700788,0.6892792275913705,0.7696643126139744,0.7996345352659203,0.9468374624251212
168,0.6651342829690768,0.4495186993159417,0.595922752388449,0.7291585213031619,0.7735872334714827,0.7216402656341633,0.7479961629312979,0.6651342829690768,0.7765614826357874
169,0.8335045171100189,0.43996445299889,0.4079497185622153,0.5426714987215029,0.5986018049119739,0.7751477842770981,0.86025421868067,0.8335045171100189,0.893191329194078
170,0.6960540136868155,0.4242082232851745,0.476751298270867,0.59865698445069,0.839383008910558,0.8594217609810036,0.754441050249924,0.6960540136868155,0.7629066610030214
