,C_x,C♯_x,D_x,D♯_x,E_x,F_x,F♯_x,G_x,G♯_x,A_x,A♯_x,B_x
17,0.8637868315915674,0.7716389118623693,0.7184233811724314,0.8180474821573357,0.802629815020742,0.6006287643363711,0.6277219256469201,0.7417020766462707,0.6760067925385304,0.8159199307434227,0.8694095814810893,0.9933832700394368
18,0.8360659225378555,0.7450832790954229,0.7063784938040935,0.766155902168819,0.726578660783244,0.6517986135510295,0.6928612552626019,0.7005900220581359,0.7080495556828446,0.8149119680310893,0.8599531896467573,0.961311531209093
19,0.864417429014335,0.7446650251778029,0.7209574302028178,0.7384597286012881,0.6183367837737556,0.595297991995913,0.6299828192974571,0.5922660288821936,0.6937906329802751,0.7487594634189195,0.8757775415401547,0.9896801677437063
20,0.7754801375943714,0.695794631788443,0.6666710916233112,0.7286802140694396,0.7008578050283489,0.632213957220404,0.7207008713363403,0.6617976469443191,0.6581225639538428,0.7612359020322287,0.8942918461313885,0.9844249721301512
21,0.8124356558307092,0.7846184767949816,0.7368691249138223,0.7939866680000875,0.7379507431991733,0.6436036395563753,0.6608553888792587,0.6702808908608694,0.6717576989580225,0.7611445047941413,0.9023980405290443,1.0
22,0.8809801409532079,0.8191867668244107,0.8260267761762906,0.8743135856342682,0.788847951354561,0.6880973899009986,0.7442969305865198,0.7346651896231206,0.6528438764814163,0.7456231897015967,0.8972435275585545,0.976527191196003
23,0.7893992383084202,0.6900114842736897,0.8037361538952376,0.8605631512588557,0.7528812863698341,0.7557495627170511,0.752359851556755,0.7066608851803843,0.7245585165294259,0.7176373916546869,0.8422908170315139,0.9824034046015048
24,0.8972325683926407,0.6837640768563341,0.7193075600639688,0.7884369840591612,0.6597197243326658,0.6068252356905157,0.7817093622289084,0.6709091748268022,0.7699912906929413,0.8085213396675613,0.8672708113954241,0.9943836102661788
25,0.8453614965978126,0.8106652210226862,0.7029841972485537,0.7597174059486226,0.7621886612112488,0.7001824948533869,0.7502029151204361,0.6811146750306126,0.7827425357526567,0.7709911491152854,0.8627911625301278,0.9996839071931208
26,0.8182176241882794,0.7831629413625804,0.7313088347935716,0.8292269188079948,0.7524137066205859,0.6040893060057012,0.6979993935564646,0.7642149711379232,0.6924945653323448,0.7486992726417823,0.8848853731819156,0.9785410493231362
27,0.7930665027750537,0.7424018681262515,0.7116081917345104,0.7974156216955959,0.7789229463184282,0.6741865935395032,0.7271366112133051,0.6665857303666705,0.6580085000499434,0.7614578425750075,0.930942979972968,0.9770197069699842
28,0.8779344797445124,0.8253551501978492,0.8183697120437952,0.8801844460322928,0.7940204112693992,0.7746332497566885,0.804005777377445,0.7974506630565407,0.7389459058334623,0.81639522231692,0.9162048852268111,0.959509507745067
29,0.7572768527217987,0.6873198921568554,0.7219762722273505,0.7959163579690541,0.674727041343576,0.5925028103166321,0.6437824158453924,0.6248168552199309,0.7061842254985331,0.838836839758657,0.959760783103578,0.9189846456043592
30,0.8360447279805858,0.7610821397407318,0.677327993242329,0.8462568213113301,0.7776309704537238,0.6747402080875283,0.7102509662819969,0.6755397952385179,0.6883867783366192,0.7361576817562486,0.887069655489924,1.0
31,0.7853850276745892,0.728374253775843,0.6886696196162329,0.7053027816199434,0.6885735308253166,0.6050746464650695,0.6484935286088356,0.6661185333984956,0.6395634856488372,0.6747238202727758,0.8787232257619545,1.0
32,0.8760967380244306,0.7457549601893235,0.7782963931061078,0.8997188557312109,0.7711612687735999,0.6044172980055292,0.7512789835559855,0.6930900202442475,0.6431253857172372,0.7689668823781922,0.9077558801874667,0.9784592773523221
33,0.7547262304211534,0.7501058989044198,0.727177288045641,0.8286993141647733,0.7335431888273232,0.6442307743050304,0.5945198247166815,0.6479397711644722,0.6260970805087512,0.7318348085480827,0.9508868445180876,0.931734049074361
34,0.7828982628130512,0.7326142637994053,0.7914404851113036,0.8826198159412382,0.8029095203369409,0.6515903912207729,0.6687882297157253,0.7035820654899713,0.7768049838685266,0.8307047411869547,0.9893966816044047,0.9497297760217499
35,0.7329103411977086,0.6296755253881959,0.6466824649698361,0.6843793668018524,0.5847611122268607,0.5984172312293127,0.6944603991279799,0.6409038355853958,0.6696109185074811,0.6852180466753189,0.808374335738574,1.0
36,0.7859171684806862,0.7291421298383867,0.7514751213392464,0.7924630648226033,0.8088043446757734,0.7474301473177737,0.7722178464213564,0.7769160562540006,0.8166588754033014,0.9162552734691117,0.8937547187442352,0.9430162928599768
37,0.7790385651054069,0.7949138255521718,0.838779492402007,0.9052209829591571,0.8521400655614326,0.7176009247648313,0.8149092652329069,0.8201104713649059,0.6972500630094296,0.7895480004832702,0.9218513609271776,0.9551381521153255
38,0.8174960236671821,0.784889746854878,0.7814672213326354,0.9255247223672108,0.8165093895239344,0.7275889435978519,0.7849913167861401,0.6923460709131958,0.6720528648492059,0.7294367576367677,0.8057331356510864,0.9595339056895429
39,0.832516502964166,0.7231831793947682,0.7769460829323088,0.8433489339697849,0.7455263104739761,0.7170516262215098,0.7624013531153703,0.7029060134392453,0.7692707540265366,0.8053428887794403,0.9177903303244337,0.9870712929339378
40,0.8115743806223862,0.7332813993985156,0.7555370095662785,0.7900932901999763,0.7714602780131109,0.6773895389427383,0.7129213244649267,0.740975203628977,0.757391154778337,0.8399110249953683,0.9083220123169194,1.0
41,0.8314847639801384,0.7101620480027119,0.7108614251502802,0.819400803813601,0.6974860106204585,0.7045676841630751,0.6888517437578071,0.6510830706311932,0.638491376167289,0.7180607082564169,0.8152771037006827,1.0
42,0.8477661390197061,0.6653442655340228,0.7766623609256021,0.7468813368141706,0.6814893309451646,0.6926477734263407,0.7280595426895782,0.6890509551826057,0.7244050457342643,0.7118454431149628,0.8649694373234876,0.9973402302718798
43,0.5172577265574521,0.35830647659112125,0.4786037103110752,0.6408809154785783,0.8054850837778395,0.8841453462756834,0.8362409470947686,0.730488390694154,0.744668961620926,0.7525125235281133,0.6677506009801917,0.7700288010856188
44,0.528084898618603,0.46076676719694093,0.5286233162336091,0.5560398321653165,0.6233815150845539,0.6308633206232117,0.7484667675340706,0.7665937827112989,0.8085894411030088,0.9842219867461665,0.9340633261489738,0.9434738918997835
45,0.500688323551633,0.44397352182494587,0.498522851689246,0.45952250112978565,0.6070298579272153,0.6373689801111072,0.6432958382252015,0.7891803464328019,0.8536350666769194,0.8355734201574515,0.9207943252158222,0.9295580851895752
46,0.5610415634961521,0.4539974842947229,0.4608881835652761,0.4948809309164582,0.5761542082578812,0.5743224762275879,0.6819990275684038,0.746126356984442,0.853384709375487,0.896587753972539,0.9698932356718686,0.9668815120833164
47,0.5427290873686702,0.369407874522371,0.43239685358857805,0.49845312703703465,0.5731866344407314,0.5875608566380169,0.6904266614453793,0.7210277989945532,0.8174745224804237,0.9366789166120716,0.9066664452403472,0.9183504747421848
48,0.515688840202253,0.42192710372137004,0.5195168089858807,0.6484646739154782,0.6301452699008575,0.7004237860055307,0.7969710430457281,0.818771098665921,0.8663042236490623,0.9116419925238262,0.9766702758715433,0.9257091191601016
49,0.4825241112397531,0.3606805054762378,0.39221726087196657,0.4926986082679696,0.5756470563787136,0.5550888448254575,0.6354875436746951,0.6895252774675242,0.7227000015213593,0.7985729787240566,0.9632339130141278,0.9028381963130309
50,0.47412478506591665,0.35118886606202754,0.40020272748831526,0.5337074055995695,0.5936654563656991,0.6001906338619455,0.6580460908821498,0.6211756475340433,0.6346668598117449,0.7972243686003141,0.9993202077208824,0.8879095703570999
51,0.5840125955480885,0.34584568131787724,0.40949711181533566,0.5451314973373899,0.6522143870462725,0.6281998738980693,0.6553255377037105,0.7714260249015433,0.8436622660769745,0.9290470105551695,0.953527216348212,0.9703729020909823
52,0.4967052327895875,0.35952306074162577,0.4495661738162546,0.5020593880317178,0.5619806690104662,0.6239394746128161,0.6844712284242451,0.765486966420926,0.8258227667475726,0.8609172326264604,0.9520792037975906,0.9825654449243277
53,0.4560449382162319,0.3881553301230411,0.45830877493390815,0.5174135147128908,0.5163610294996053,0.531234802060159,0.597158965910411,0.7371974129645947,0.8472290786861761,0.7649258417947583,0.9753257115032681,0.9395778087910865
54,0.5729170998719753,0.41794285101919065,0.4810726564260881,0.5575982069655471,0.5873336522590042,0.6095770234694818,0.6148518136250601,0.7311902239641256,0.7933476034762862,0.9080621093834301,0.9622941090242413,0.8449277644834505
55,0.6332191716097425,0.45369370827734246,0.5196237757252825,0.5998934967010525,0.7330704625677299,0.7158075553243733,0.670442557823136,0.77108449755043,0.8524856039681153,0.921117682178474,0.9929520575751858,0.9210308779424027
56,0.5300187471431729,0.39699780616663,0.4344087217431832,0.5085405523703539,0.6953180974828427,0.6322942384120205,0.605863368868596,0.6995544787807227,0.8246740416701906,0.8378109743959423,0.9441604847630979,0.978235888783896
57,0.5627310294481705,0.40476721385543774,0.43601763309038244,0.5115957257362909,0.6130656278214445,0.637096703377799,0.6183950759299298,0.7802156815522228,0.8589412869432609,0.8789625860766588,0.9162064735894511,0.9488907655963673
58,0.5504006540676292,0.4194780031653565,0.4907564417623382,0.47232803845096866,0.5698121762442527,0.6626409002517741,0.6683230973683405,0.692072906585345,0.7078441373209428,0.7368544090605731,0.9253567139286014,0.941949524878133
59,0.569528382988395,0.4484488681494299,0.45964275950750616,0.4840521629151551,0.539610255366887,0.5468490546127913,0.6631509435235472,0.7049010645415885,0.8063461745135978,0.8750104399682611,0.8907468063505273,0.9346339481715945
60,0.5042576406985039,0.4244865082833364,0.43893489047092177,0.4958118100533902,0.5874855747024589,0.6664063588702133,0.6704058322359655,0.7992246635332482,0.837089427785398,0.8365797658419892,0.9060528504327633,0.8460523739722797
61,0.6541737161531151,0.483867554634187,0.4224005097782631,0.4496587790504483,0.5663902095791584,0.7062111762858367,0.7523623546390218,0.8511205380481707,0.8610468674371852,0.8627604992533414,0.8965273746074129,0.941554058715183
62,0.4996866646361093,0.3785771227444521,0.46879590221487294,0.45135638822689916,0.5759825166262192,0.5336314081162051,0.5553550989944448,0.6308527189703698,0.8223477194805527,0.8901470850259375,0.956497927141427,0.9586586485178468
63,0.6351384701755208,0.42600807127780854,0.43793462352128226,0.4397358087599055,0.5932012515003009,0.5427050456682618,0.6390093184439011,0.7032388264713157,0.8193612885316952,0.8129520875387332,0.8877854938412552,1.0
64,0.5245134537128842,0.4202574366590812,0.4690374945462787,0.4569235107802266,0.6514979770882734,0.6570949585048986,0.7990435139658011,0.7672939381960543,0.7843581641423377,0.8486105922575987,0.9460354487868673,0.9396513327646555
65,0.5261467907300523,0.36010199719230723,0.4663332723472317,0.5136713060801799,0.5615041219942002,0.6451704689831973,0.6651781777899276,0.6904370345680862,0.9237023237362466,0.9304034754139542,0.884273914942597,0.9662975132011954
66,0.5815730908908883,0.36896332107793745,0.40035484389631115,0.5266555108181619,0.6745708358258512,0.6928737456051741,0.7762594716072195,0.7944209479180296,0.8677267436943897,0.8512550200898513,0.897558406973212,0.9107435768252747
67,0.5845979477358442,0.47678377710163516,0.52529879335236,0.5982039790383215,0.5530272630577745,0.6392076917574144,0.7785919067949023,0.8103545108627092,0.8263631647262747,0.7581857940381145,0.8670963960682133,0.9918890743772666
68,0.49921091131039014,0.4675815104759544,0.5094020635086972,0.48706989270832013,0.5560651494888705,0.5817013128335483,0.70284548011919,0.7330063586820876,0.9259904311389056,0.8800961364732235,0.9058511021059831,0.9238220979709801
69,0.45890860399418565,0.36618990547934693,0.42255840915782056,0.539505434060236,0.5930591658949805,0.5438822518929671,0.6091353552163102,0.7430087758845629,0.8971917095481773,0.8777374754704631,0.9877132671278842,0.9076847982454956
70,0.5207398443012684,0.398311094981792,0.5435175977174759,0.5361274219569145,0.57985652843175,0.6907193148955987,0.7015799843969854,0.6999803567478073,0.8523147492839406,0.7950241957692668,0.9376740624492742,0.9620316614370483
71,0.5545320290862857,0.3770861350165457,0.40608399713396254,0.42795798186613654,0.5986848511222856,0.7095612015625684,0.6824374563326258,0.7532233325519965,0.96352406824687,0.8652168354337819,0.843596947349673,0.9505950491037153
72,0.49706061017952025,0.3513201096235907,0.36892502492547924,0.46459093042640065,0.5631385184247847,0.6403569502946718,0.7028835587067718,0.6877951755684064,0.8027893660597978,0.8833153575166731,0.8979142212221825,0.9550781444467366
73,0.48527761621376825,0.38868212826275333,0.4498189458743133,0.49752045589584487,0.6286528552396394,0.7012065970924483,0.7285302119876312,0.7871123902098489,0.8288656501340764,0.9182424757598112,0.9181802824684739,0.9146088738438287
74,0.6374045988161509,0.44199334217286296,0.4581894294117972,0.4925367069839348,0.5541967824044455,0.5838438260148201,0.645566908699936,0.6957029701921517,0.8596650852438824,0.8566666977240996,0.9176410607418656,0.9515860539065851
75,0.6267094835924683,0.39581421501340924,0.4839227127113339,0.5768078315614084,0.6634391448315258,0.6507327455146268,0.6586282271638532,0.7447379159783942,0.8065692281783949,0.8357254588054753,0.8447080458975856,1.0
76,0.5590028703619447,0.4861153813361751,0.49377329408853027,0.46023175793222265,0.613226182028248,0.6741626361637189,0.7101552189668402,0.796206953933667,0.8964500068178793,0.7916549524541446,0.8922143674985915,0.9231578390188627
77,0.5285093994327236,0.37978407943368125,0.39006530461356664,0.4841400592769702,0.5586086494251512,0.5837808885992914,0.6198890255335432,0.6867451979710834,0.8227109058899487,0.8711838401547606,0.9372790484763575,0.9709201501654346
78,0.5075786854511198,0.41362046013558845,0.4422702972763232,0.4315580173337487,0.5978644639513058,0.6355006458586938,0.6336566839493495,0.7795653499036138,0.8791299594154253,0.8793634959583528,0.9786843696991118,0.9394630641546896
79,0.5829435350139246,0.4535093399774808,0.39998850498927524,0.4661982697867261,0.6106808858105784,0.6961600709980713,0.6976312529734457,0.6742524952112644,0.8132299537556472,0.871891802910948,0.9552597610799735,0.9660780580346314
80,0.49501360761123414,0.37044010846808934,0.4650823314715666,0.4928283299987351,0.6348776770724655,0.7029710977553479,0.7242712036263629,0.7142530315079479,0.8570621599484127,0.8662231595178341,0.9631968738714886,0.9242253799073316
81,0.5826265170698474,0.5182772412380383,0.4985751948239358,0.5377230894221143,0.5849200847210587,0.6428249479724616,0.7148037099990203,0.7162816858746991,0.8167328657174439,0.8165057739959324,0.9904759102817374,0.9545033904413471
82,0.5773710112474478,0.5161711833546546,0.5610485545115415,0.5738686923927957,0.6090810955993998,0.6900043967100974,0.7671547988886057,0.7451789872842395,0.8042212440255422,0.7468467957100625,0.9290305220179853,0.9832374397905538
83,0.6427790917739623,0.5663646189513284,0.6337373120249552,0.6518242965184758,0.6551011210924637,0.7078138368633701,0.7827921164405561,0.8321134518797088,0.8945203434430242,0.8787665177914602,0.9886071471013512,0.9180767841551135
84,0.605253340668644,0.4002659659735343,0.47733709675023617,0.5135885322054315,0.5832917712373636,0.6504449028223891,0.630549045350066,0.7411909623317218,0.8033534971365993,0.8458345546988375,0.9170102059838672,0.9865742808348336
85,0.5571375727229688,0.3834352707535095,0.4631200863232381,0.5352762895398162,0.5728674993872093,0.638603511708475,0.6651104300912444,0.6509263381920235,0.7970575679110766,0.8497457044919913,0.9235923354131153,0.9741650397662864
86,0.5579746023087525,0.4824822143407186,0.4583013327573308,0.5640924270318063,0.5863966247645725,0.6606678290310396,0.7275333944983761,0.7677005413324567,0.8548702048893654,0.9367089089065476,0.9785289923794617,0.9106278959327189
87,0.5542499186402973,0.4094002492937457,0.504476065699897,0.5353129246395688,0.5914763081783841,0.6802765138154859,0.6978248898931262,0.7054563934007452,0.778158686316262,0.8309994088347227,0.9698259266706969,0.9188843883921954
88,0.6501904185698673,0.5061414662251787,0.5239158245688852,0.5023506192381559,0.5094924182091106,0.6483488972215747,0.6251136503675226,0.7355032233699247,0.7296152293253114,0.8329816859344326,0.8730250387350686,1.0
89,0.5261510296099329,0.4612064994865264,0.443649276798523,0.5091249545004665,0.5517487636790511,0.6381956246708828,0.6548511363553537,0.760361807620645,0.8834285198121078,0.9055214222189784,0.9405873988267753,0.9710062873934099
90,0.5601976550334099,0.39789696079964115,0.4215544754906186,0.4556664425063726,0.5309790773997932,0.6132491928849539,0.6598610385547318,0.6999759235000841,0.754768770143011,0.8064600669526184,0.8984704769071231,0.978756263964561
91,0.5635076823135495,0.40683413253712297,0.4772469575083225,0.5239234122996582,0.5885859636771861,0.7250832071813575,0.6994289121823621,0.6765064180830658,0.7905732527112,0.8509525758635438,0.9684276111235522,0.9351462855139784
92,0.5610924091401912,0.5013207955144535,0.527384572929238,0.5100619311261242,0.4999461683781358,0.6033517037453406,0.6324709411959073,0.7477152051357177,0.7847541888314399,0.8584269379593955,0.9761761210274051,0.9452423414496706
93,0.5729907914319389,0.5089836395631667,0.48355640748167733,0.49387329843550026,0.5257929299527163,0.6472571930424603,0.6966004406920794,0.7670679528803609,0.8027914558032437,0.8380271874309139,0.9833011555514876,0.900048051530992
94,0.7032114494669718,0.5334709310354254,0.49629311214403266,0.6271884793009919,0.7130875119330478,0.6312783290473148,0.6116338771233195,0.7342453634472607,0.727480061121788,0.8333069984453222,0.8803007561076784,1.0
95,0.7222032076786205,0.5606624089514097,0.5097550435235038,0.5443825955451105,0.5747603167344777,0.6225429078725393,0.7902736401370025,0.775756618759487,0.7404467591298433,0.7808740323281326,0.8086965886272122,0.8774021877053476
96,0.7046479829754005,0.6882462233980039,0.6429057606226954,0.6843872681194557,0.6908134404147576,0.8790562793835387,0.8029647159944453,0.7076533731219078,0.7673903450914231,0.6537164398150139,0.655191532093048,0.8178601140555948
97,0.8361496203532651,0.7334780507801963,0.7282442771444387,0.7551771643957901,0.8633636402704271,0.9547195856417039,0.8952984080650651,0.7977836808656834,0.847856370587186,0.849792557329331,0.8953438326607777,0.9295370540340887
98,0.7304821422064074,0.7534128127639784,0.8095249220084466,0.8002519016024481,0.8825839478247245,0.6562034573361695,0.6046098512711328,0.6644871362891883,0.6912774929763884,0.6652627315743955,0.8065461793413166,0.7778489863618728
99,0.562234049583379,0.5045738698690052,0.5053150225165627,0.5512983675040962,0.6562898009280764,0.6336976387666591,0.6849636510252083,0.7965540052926329,0.9335442482679369,0.9228845926408605,0.8780709446990755,0.8739277730322668
100,0.544230790904226,0.49307108206306677,0.5671476302671264,0.674845182843668,0.7149295042036184,0.7977197884706274,0.8199492578887458,0.772799467041357,0.8057382011916774,0.8912132552452202,0.9058059761666999,0.8351315096797102
101,0.5299253755935387,0.3845591563412656,0.40236346542750945,0.47009046254144476,0.5540842290259778,0.5283536196711222,0.6052191374704518,0.6774283714789995,0.7547470014359492,0.902431058059897,1.0,0.9512020565271176
102,0.6268543870523379,0.4468800464618979,0.40314604144527816,0.5095488369740744,0.5461490117288369,0.6171466628784117,0.641580981359469,0.7390694803416348,0.8010270877030309,0.8135470636942305,0.9538434303884576,0.901658294271655
103,0.49956498271239874,0.37009283927736,0.4335164500269138,0.44526229748954965,0.5503749598746247,0.578167444695159,0.603427870678365,0.6474975944997767,0.7008297728675764,0.7810041928931212,0.977460123555559,0.9302178231159207
104,0.6336125060152281,0.4547012168009152,0.46131020268496276,0.5207134083985276,0.5664994861996737,0.739979346769006,0.7251006731482724,0.7958925194483294,0.8787189384471285,0.8230330057906974,0.9078766950346958,0.9608296127786734
105,0.589695430236585,0.406472625476159,0.38458935215362916,0.5194619743364342,0.6108848296649754,0.6874790652305945,0.7131413224596411,0.7184351875888444,0.876716442742573,0.886392420031996,0.9211035082038322,0.9832571765315027
106,0.554808569666842,0.4146717552479517,0.4799195677089072,0.5871700133284117,0.5720572571594471,0.6254473777665709,0.7012683394108242,0.7035615769869984,0.7922740949199515,0.8410620886033343,0.9022765370821592,0.9932146950614399
107,0.5833795533339059,0.4748233742177495,0.4437452266086803,0.48591815534579,0.5356179132500312,0.7991766919242728,0.7817385733532071,0.6851944733673507,0.8217312787800255,0.940812713838656,0.9124918497950957,0.9639817947044155
108,0.5222963008054384,0.3409005955235265,0.42187690790599724,0.5452174968803973,0.5902115278805866,0.6063306347085803,0.7277115075977588,0.8623545000812292,0.8999544745667505,0.8271111628095175,0.894216586759068,0.9641541484997401
109,0.47112099798441,0.34481041537816365,0.436604996642227,0.4203390427397293,0.42100484638003977,0.5875794733606136,0.7274982908282547,0.7473692870907817,0.6901092195810401,0.802669259897395,0.9885036607886679,0.8571612931876401
110,0.6354200401752825,0.4678284042048644,0.461323913610566,0.48682142326902794,0.5025092998605126,0.6726096189365177,0.7043353544083484,0.7699778450270375,0.8535388953691756,0.9318241905191574,0.8853419637039418,0.9494661385633928
111,0.5755248241660132,0.42844234871806736,0.46462638613049817,0.5687427898216272,0.5625237720765409,0.6397845458669112,0.7227901687186836,0.7964456580209434,0.8320310587972569,0.8500355538778684,0.842007056297585,1.0
112,0.5918775253794956,0.45473879368528364,0.4798946701643682,0.4741202716826997,0.5034107628029151,0.649018105705276,0.6491872549740033,0.7727100804727148,0.8712685613348555,0.8559309836152037,0.9744441552701293,0.9438108593280535
113,0.5417489477344413,0.41754740126907336,0.4458321582859166,0.5055638150151258,0.5125211611415443,0.5608567272807582,0.5523341139669923,0.6196315464567296,0.7089686178178923,0.9014821336017852,0.9911147679774358,0.8942180345202444
114,0.5193435934884353,0.4695040603991733,0.5734012435156701,0.6212806327549697,0.6376333105116218,0.6504320111101839,0.7444994766265466,0.7789862419078254,0.7785793495116818,0.8185092620849685,0.9651729822729309,0.9625504593546007
115,0.5468937718017036,0.43651644929696803,0.48456034144262067,0.5773176993759702,0.6207030300812976,0.6293738990870289,0.6963974128373493,0.6603697305060404,0.8400166273848857,0.8452179686481839,0.9253544618513141,0.9587157875404734
116,0.5791659073621446,0.4281496067010488,0.39576365089754684,0.3957977115424514,0.5309839185117918,0.6432969904368467,0.6444826385595642,0.6531955339897243,0.7049439777671537,0.7966919947588246,0.8584473817769335,0.9824377720235319
117,0.5335605049806255,0.31045710436398216,0.39117287816815866,0.49473605813813637,0.4980182893515739,0.534574063789991,0.6205050022837777,0.693257702743999,0.7258376853488313,0.8402459399923377,0.9152650466448903,0.9837216126901529
118,0.5719667796472946,0.4986147464572022,0.5218077593823504,0.605283439866385,0.6151558071464929,0.6739901117699821,0.7057489478013911,0.7217538115327254,0.7938388581740224,0.7679872104853175,0.9435819174072192,0.9913403701241491
119,0.5736799249683733,0.42474620320732775,0.5045713434267434,0.540729162149726,0.5896687067188134,0.6098140702759292,0.592869149959015,0.7089126881124574,0.7587600278360386,0.8224066455162026,0.9501938013272065,0.9426819837815148
120,0.5337355861231791,0.43780475181431683,0.4746695958502971,0.4928033063298136,0.5595921274565901,0.5909570814047128,0.6682568610885361,0.7298701962692814,0.8373353202830489,0.913983441079998,0.9641066922392354,0.9477807523160626
121,0.5624839542626211,0.4143764055753009,0.4753086744356892,0.5286364721483304,0.5673096462567807,0.6194910296376613,0.6145316865525979,0.7024187835286079,0.8147870215023806,0.9626043379123027,0.9688199551686689,0.9170954820192107
122,0.6058243462823526,0.4530650360110555,0.4393268757334079,0.5049922561611248,0.5505010789995036,0.6569840273465325,0.7180167443555763,0.7755444666302496,0.8151937043977742,0.8461685299978109,0.9355410657943422,0.9915505458583618
123,0.5492392297165642,0.37945369727983264,0.4894744743571324,0.5395753860145501,0.5936405386654355,0.6588783219977726,0.6854771043317456,0.6939293092559744,0.8228297394654899,0.8969425099929992,0.8959138215213214,0.9818914321748533
124,0.5825158525040642,0.40105328120500977,0.475256097141592,0.5741064653267134,0.5880062863040084,0.6348656305264634,0.6641818529137149,0.7468856682068742,0.7658129160946006,0.8339694579327933,0.9202696258737418,0.9799065575731443
125,0.5546165626833243,0.4040648567902063,0.43327950020652756,0.5280869948309193,0.675609065506905,0.5967186948189654,0.6643506148575171,0.7640870000186109,0.8246655394474649,0.8903732382062585,0.9574466257350481,0.9305353804592246
126,0.5379013157935582,0.5263838343410067,0.5210296907777813,0.5200959895534601,0.6104737136237864,0.6141651760785488,0.6515237405904574,0.7498296952676687,0.8498622867734995,0.9226779763617978,0.9182685105726991,0.8796127240477336
127,0.5697744780224788,0.4263743132992577,0.4713157767941552,0.4933560395607018,0.5288234390160618,0.6282080546490539,0.6799227195809704,0.7929498414454214,0.8006974772778662,0.7940629857122139,0.935796139036365,0.9338468934663656
