,C_y,D_y,C_y,D_y,D♯_y,E_y,F_y,F♯_y,G♯_y,A_y,A♯_y,B_y
40,0.619955830333765,0.6168377072023509,0.619955830333765,0.6168377072023509,0.6070300086584065,0.5410745520581297,0.5709504804579031,0.4745783360812831,0.6552310041711852,0.6858982913291002,0.7401030691333093,1.0
41,0.5362112110154945,0.6870120634472422,0.5362112110154945,0.6870120634472422,0.821157115398067,0.6345249802323115,0.682352643079516,0.553889826727603,0.8274130178763442,0.7166903342963972,0.8344586886534225,0.9842916994844708
42,0.7643657640369795,0.7465031094815336,0.7643657640369795,0.7465031094815336,0.8223026255523679,0.7532180548153468,0.6940333537286466,0.6685357885266209,0.706874788053323,0.8283628104368074,0.8880511819473081,0.8934486706376004
43,0.6186629665302515,0.6443297610304557,0.6186629665302515,0.6443297610304557,0.7879296977306841,0.8412754097813901,0.8392425765633407,0.7838562536994064,0.5721747637690306,0.5874070052583351,0.7428169638759816,0.7525307117386593
44,0.4880654486966238,0.4933629683437918,0.4880654486966238,0.4933629683437918,0.4972098405359533,0.6272974082380841,0.7263243780718924,0.8816978973444106,0.7227682651753123,0.847166386897947,0.9527699161076852,0.9595982027833544
45,0.5186719975999291,0.4556236148999587,0.5186719975999291,0.4556236148999587,0.5037381924120578,0.6630429383584825,0.6155423271201992,0.6902971780613835,0.8597321246258461,0.8762410273950952,0.97445764076609,0.938378235733394
46,0.502084894346101,0.4441638713191487,0.502084894346101,0.4441638713191487,0.4618354658811741,0.5518369656206131,0.5283184326345568,0.646228327410543,0.6722606658811494,0.7774669948230707,0.8214864044952025,1.0
47,0.4763647335348067,0.4856785811912218,0.4763647335348067,0.4856785811912218,0.4944856633824137,0.6161351725929239,0.5905928966212441,0.7031697040317796,0.6765145519836744,0.7570910093953108,0.9026773251683136,0.9825101227804854
48,0.5970380521160156,0.5147544887126699,0.5970380521160156,0.5147544887126699,0.5377790118718809,0.580813540828666,0.632528703053088,0.6890943611171562,0.8228086868161949,0.8445906215927121,0.9055269348040276,0.9450436420797956
49,0.5203998496814698,0.5185805786386157,0.5203998496814698,0.5185805786386157,0.5306772175236135,0.6425758647783743,0.658761630017971,0.6569467683901672,0.8195909510326879,0.8067701058742688,0.9277023850512645,0.94755999168955
50,0.6161382386604388,0.4723775975686854,0.6161382386604388,0.4723775975686854,0.5145915597458368,0.6290320523339884,0.6768948110065525,0.7231077990976201,0.7766916601166353,0.7989174845566637,0.9508098239507708,0.9429453009284964
51,0.563467245639013,0.4279019335693647,0.563467245639013,0.4279019335693647,0.5189663150988303,0.6627226199084009,0.7115389086967921,0.734254180303293,0.7876331280645935,0.7903877636374507,0.8927182052716031,1.0
52,0.586990438210504,0.4771275020970142,0.586990438210504,0.4771275020970142,0.5916220441125333,0.7133530602830648,0.6867814586660113,0.8559774232690693,0.875019061176562,0.8974194243908183,0.9659357753119924,0.9343993498592787
53,0.5027791236955531,0.4749225272844097,0.5027791236955531,0.4749225272844097,0.651647782268047,0.6292927081580267,0.6418003295980504,0.662384218537185,0.8118858624939208,0.8177429993907045,0.9350016012976082,0.9181746454072128
54,0.5735210659209996,0.5486137397910812,0.5735210659209996,0.5486137397910812,0.5969843191289329,0.7191140539069218,0.7312571657353245,0.7389902512229934,0.7805984162475049,0.8526355621567769,0.9142445249502564,0.9735873730158722
55,0.5208198450648568,0.4216234173687236,0.5208198450648568,0.4216234173687236,0.4853516341332093,0.5551601626487778,0.6141347604450387,0.7050725750397624,0.6450159946708315,0.796220950782437,0.9917943761691564,0.8713378148180343
56,0.541733466017179,0.5107946106933824,0.541733466017179,0.5107946106933824,0.5142786384963223,0.5873164577150424,0.731004571838691,0.7736939043484502,0.7472339747025302,0.8733171267443872,0.915131062797708,0.930309801641328
57,0.5528964613066983,0.4150389607828316,0.5528964613066983,0.4150389607828316,0.4780550087636032,0.5711380574717938,0.6281153965175154,0.664654535425436,0.677918189121252,0.7493869734630886,0.864230129776732,0.998747780093399
58,0.6201859776612203,0.4510829006596609,0.6201859776612203,0.4510829006596609,0.5496824822777525,0.7398442005929468,0.665993681121947,0.7377558630821426,0.7808378996378679,0.8117682702471014,0.919059781382165,1.0
59,0.5307568843422055,0.4706694894556396,0.5307568843422055,0.4706694894556396,0.560125324496145,0.6627482558473959,0.6391063358858956,0.7471025842526121,0.7189805655825007,0.7551919876842857,0.8968061753911942,0.9807553579825172
60,0.5699400643453827,0.4426833382994883,0.5699400643453827,0.4426833382994883,0.4564968258645288,0.5750157976617815,0.5990412707197222,0.6315568024533235,0.6923330351820995,0.7129864936236712,0.8829292132457058,0.9924296297452652
61,0.5881230735353202,0.5860623540247704,0.5881230735353202,0.5860623540247704,0.5660515228923165,0.690325476037804,0.6239044264331847,0.6741267063988508,0.8753892463079939,0.8191502208110162,0.9845227514300268,0.9661036655382068
62,0.5296313348501718,0.4521757956831944,0.5296313348501718,0.4521757956831944,0.4516583017653106,0.5485191841080981,0.5401528108835996,0.5971331715796965,0.8643653038671046,0.8527107814012463,0.8233879674787358,0.9832521693624302
63,0.5988021712317911,0.4591203087327677,0.5988021712317911,0.4591203087327677,0.5056044227875137,0.6844265349965716,0.6736628193316311,0.7329500934422271,0.9289982054259056,0.9130811248668028,0.9729314732190218,0.9644928102037098
64,0.4491454549173881,0.4092968068495333,0.4491454549173881,0.4092968068495333,0.4555415590790418,0.50573746511589,0.4551328615291947,0.529786842980754,0.6789615483940373,0.7353247046827245,0.9299320427348996,0.9330394147652225
65,0.5786586645627239,0.529834191177091,0.5786586645627239,0.529834191177091,0.5354308906957882,0.5806431246815692,0.5830318828515358,0.7236449392561459,0.8034204854617121,0.834423189229942,0.94124296274133,0.9493390446873696
66,0.4859030224802054,0.4725043973769537,0.4859030224802054,0.4725043973769537,0.4939746107987461,0.5939376580526802,0.6130482352675278,0.7059394251299781,0.8150897681991095,0.9104878111620994,0.9491153114869638,0.8794566806678876
67,0.4969075218386732,0.43209745674845,0.4969075218386732,0.43209745674845,0.4942078885610843,0.6397200348851168,0.5819716792462608,0.6262834333213019,0.7657339250942247,0.880191622276055,0.9134517738530308,0.9236716212307446
68,0.5130466471536016,0.489688578331727,0.5130466471536016,0.489688578331727,0.531641084687578,0.6560860434665085,0.6065779175689422,0.6751202358895417,0.7299920287069942,0.7476289491701379,0.9136354652812584,0.9756308822790436
69,0.5814250964400048,0.4901044140942392,0.5814250964400048,0.4901044140942392,0.5728390394088667,0.6779264759082916,0.6836219188654445,0.783541868256858,0.8345489643029693,0.8749565392123593,0.9552866835012882,0.9743243480570616
70,0.5350187041741471,0.5572318040506089,0.5350187041741471,0.5572318040506089,0.5665021449707554,0.5631654682434982,0.6208020972425313,0.7294688932369352,0.7391658185484972,0.8327257311928925,0.9838143053113502,0.9131168258029032
71,0.5327382855898606,0.4969703754115866,0.5327382855898606,0.4969703754115866,0.5304686530086968,0.6021720669055879,0.6856765539724091,0.6563257957190402,0.7696319449668504,0.8787211934565863,0.9170124770788084,0.9091111315266222
72,0.5252900573692849,0.4871782729670699,0.5252900573692849,0.4871782729670699,0.5147556965049779,0.6372352339272663,0.6593850775631405,0.6425110366841554,0.8353305573427817,0.8345580529466062,0.9494896503933316,0.9475566092154648
73,0.5969325351105903,0.5734416348046095,0.5969325351105903,0.5734416348046095,0.6369513261412146,0.6588689785355892,0.7058057074584201,0.7884847540620327,0.8378457071066053,0.918998130598254,0.9707432245081552,0.9535719942133808
74,0.5540037308872285,0.4205354378004344,0.5540037308872285,0.4205354378004344,0.4515411973694077,0.6172514653345893,0.6134133284014586,0.6509161702544535,0.7676440201583113,0.8543643453824413,0.9125510186403564,0.9999973196165488
75,0.5817078718911562,0.5230218384472095,0.5817078718911562,0.5230218384472095,0.5301861981460528,0.6217736947190201,0.7372134946498021,0.8170132827865091,0.7344872460655604,0.9022085041605564,0.9212691907157934,0.9736841315766066
76,0.5772460737224078,0.5514818831123802,0.5772460737224078,0.5514818831123802,0.5842117933987031,0.7109613683336272,0.6284564395664111,0.7549787610641775,0.8777230847407234,0.8615437992435934,0.8816315731197181,0.9622724966331034
77,0.5196209168960293,0.5251715324913272,0.5196209168960293,0.5251715324913272,0.554729244809926,0.6599256842962014,0.6696344889512753,0.7173023300700804,0.741271025860413,0.8879122697431733,1.0,0.9168666680854444
78,0.5298759263341483,0.5049418317678035,0.5298759263341483,0.5049418317678035,0.5621561316807456,0.6427431970701597,0.6518748305424665,0.6727288238148366,0.7789209878411576,0.8636718488840581,0.9461448369123232,0.931142689062252
79,0.5392008349827663,0.4777477269709531,0.5392008349827663,0.4777477269709531,0.4900329022995331,0.5725668777254691,0.6531752502128119,0.774907053029534,0.8131467028806436,0.9057273635328986,0.960904398292429,0.9396083189796122
80,0.6182170355783236,0.4969822342453571,0.6182170355783236,0.4969822342453571,0.5325796621742701,0.616736228335593,0.6282203835869439,0.6707519439808877,0.8362940940712038,0.8986524546151603,0.97275542706344,0.9883896742184642
81,0.5759775660495193,0.4507643023518367,0.5759775660495193,0.4507643023518367,0.5351687914214178,0.639308588187877,0.6294205519437249,0.6768205675056139,0.8046185000126833,0.7833713138029185,0.8592340928370626,0.983330747894272
82,0.5013012878530462,0.5255534092082783,0.5013012878530462,0.5255534092082783,0.4967138272029012,0.6371547767669016,0.6787298736317647,0.7451756688853645,0.853877417013717,0.8454025166387583,0.964631480624298,0.9321067256128416
83,0.5919799942543317,0.53253563478464,0.5919799942543317,0.53253563478464,0.6267424688932632,0.7049254150670027,0.6549441324858509,0.7311378771039428,0.8576885609375169,0.8706995524473418,0.9452568845439574,0.9832096224172916
84,0.617977407200448,0.4695225459504202,0.617977407200448,0.4695225459504202,0.4100373144833713,0.5396212340705769,0.5246572116699969,0.5539196975365671,0.7266595476785876,0.7126367288065185,0.8341687152810059,0.9979623287841431
85,0.5644762892118809,0.524156165328744,0.5644762892118809,0.524156165328744,0.5897325013163657,0.6243986807583514,0.6629073556688242,0.7096179359177052,0.8943506816648249,0.8827172065876402,0.9621970314358248,0.98053207215745
86,0.5363404838503701,0.4553831444664692,0.5363404838503701,0.4553831444664692,0.4910971571921825,0.6291891575328954,0.6347829581687049,0.6559542032843233,0.7943215262642235,0.9297542589173756,0.923522949427758,0.9201644562328588
87,0.5689411926281855,0.5473381246356481,0.5689411926281855,0.5473381246356481,0.4667780991985138,0.4786001583364207,0.6111100041364498,0.7066709248790252,0.8891603510492979,0.8139899816997315,0.8911781848142177,0.931191384609909
88,0.5791970479801603,0.4419117041548423,0.5791970479801603,0.4419117041548423,0.4348266630872099,0.5888095421063055,0.6272461072080849,0.7114112241892808,0.8174987104624086,0.8996215131737989,0.9225073990444485,0.9577561022321096
89,0.5200808370598478,0.4746047275093676,0.5200808370598478,0.4746047275093676,0.5160567152871137,0.6137466512517425,0.5858581237964243,0.6551676419198927,0.7690010829665122,0.8856222525243257,0.908356663860558,0.92997273702307
90,0.5580462808599048,0.5011656609343563,0.5580462808599048,0.5011656609343563,0.5151433578430278,0.5913925907912193,0.6622656966102322,0.7270536424901318,0.799648205519397,0.8427174861171594,0.971688353893393,0.9538336266638624
91,0.5868828171437487,0.508550699821662,0.5868828171437487,0.508550699821662,0.5821335750723452,0.6312091764963216,0.6561329972932377,0.7065083662348078,0.828690746811756,0.93501304231664,0.9022494341851234,0.9245748979878464
92,0.6140319167401908,0.4370587192531299,0.6140319167401908,0.4370587192531299,0.5051177263203268,0.6522338974305408,0.6342210030252315,0.6712816710147204,0.7560424560104609,0.8328324505362695,0.8960771283231046,0.9733960804981932
93,0.603087742220907,0.4652110254707449,0.603087742220907,0.4652110254707449,0.5485701231977496,0.5861121005488786,0.6413475418144452,0.7515860027613607,0.9365521129338842,0.8430603859197832,0.9166626696986596,0.9983766315239072
94,0.6155829248936142,0.6036428581943901,0.6155829248936142,0.6036428581943901,0.5420385455646554,0.7567169596877408,0.732563564384694,0.6556514595749865,0.750558315403044,0.782794834788504,0.8002693292691433,0.9002404634287031
95,0.854890307047311,0.6474837451439867,0.854890307047311,0.6474837451439867,0.6389258178304416,0.5664347571494396,0.5361070208036255,0.6756913423954045,0.6973586907841076,0.6171372981505434,0.6203837046478201,0.9365309773370768
96,0.7720345504881899,0.7963466990344313,0.7720345504881899,0.7963466990344313,0.7991984220402566,0.7647500106170565,0.799909380053772,0.8188879780373832,0.7812966302668632,0.875907567808286,0.8521685928536743,0.8384930151834337
97,0.7111162989314869,0.4355881895355227,0.7111162989314869,0.4355881895355227,0.4451726212505711,0.5298428155425482,0.6032084325433656,0.7672132628741449,0.7574706586335186,0.7265030908363362,0.8502754037723381,0.9797734310529128
98,0.6363530402035326,0.9581133266134456,0.6363530402035326,0.9581133266134456,0.7218270959260664,0.6520133134891825,0.652729004062853,0.7897237433185834,0.8400453927066827,0.7292795623084176,0.837423071511083,0.7927927436566309
99,0.5570588355219507,0.4832977881344182,0.5570588355219507,0.4832977881344182,0.5768573763763271,0.6143252949702359,0.6857231285807798,0.7650372861497655,0.8015941493892772,0.8893286141224589,0.9839675559952168,0.9227570645900276
100,0.568758514347817,0.4709214150422812,0.568758514347817,0.4709214150422812,0.4661148583346013,0.5036724400305909,0.5993038873877987,0.7442594109377833,0.7378634123122829,0.8319264803900874,0.9262946464706538,0.9455007113464052
101,0.5150007990959274,0.4384148673596302,0.5150007990959274,0.4384148673596302,0.5802003622965185,0.5907060220598307,0.5780183619476779,0.6518812991228261,0.7432454697286435,0.8338265985686609,0.9030367779177538,0.9724250805927482
102,0.5098136469331163,0.4661800343145121,0.5098136469331163,0.4661800343145121,0.4006745331305648,0.5781828643559757,0.6099418293810357,0.6447115064383656,0.7616862534189036,0.9075257256578748,0.9771070953366818,0.9002776593200291
103,0.5896909639585027,0.4247391130920912,0.5896909639585027,0.4247391130920912,0.4922095081558948,0.6090111887038558,0.5851673231192128,0.6273094192440835,0.7169057840757498,0.8431963492662119,0.9850971022298728,0.9663950346437326
104,0.5613422871571547,0.4543150407703842,0.5613422871571547,0.4543150407703842,0.521164592609756,0.5570374831936071,0.6252805909600383,0.6749383771617564,0.7421348590818523,0.8735491664538535,0.9756037421068656,0.8938571227098743
105,0.535986128671808,0.3882964378552559,0.535986128671808,0.3882964378552559,0.391613374329458,0.4664156187907707,0.6244881671906364,0.642517615327776,0.7539052918827642,0.8042160998297846,0.8890173425568396,0.9933305835951186
106,0.5363760622320068,0.4559551187061718,0.5363760622320068,0.4559551187061718,0.4964158733486252,0.5173901634818109,0.6490514396769563,0.6660429616366631,0.7886418026856914,0.8603935539177844,0.9220474694546732,1.0
107,0.6154910192013799,0.4562950730571169,0.6154910192013799,0.4562950730571169,0.6209861490472269,0.644017168531234,0.663950398599105,0.7707206637271633,0.8185841166560709,0.8991328245613949,0.8556403338526374,0.9714714648454056
108,0.5707351331683043,0.4450968319790843,0.5707351331683043,0.4450968319790843,0.5704888893519355,0.5263675986341545,0.6037997509016922,0.7610315236197912,0.709190483160716,0.7544578700255232,0.945800933559009,0.9703296056989222
109,0.5919667494378121,0.4574781120399382,0.5919667494378121,0.4574781120399382,0.5200986817709227,0.5453849494886552,0.7035029996529741,0.6527880230209308,0.8181020537204297,0.9067043737094216,0.966061959618396,0.9330588154888898
110,0.5814347233417919,0.4901029668389422,0.5814347233417919,0.4901029668389422,0.6002288874871246,0.5412542817936309,0.6341587244997484,0.7926882224474948,0.7880673146591265,0.8970903196689166,0.8916875766617913,0.9700765142321768
111,0.4724146572682568,0.4054193915409401,0.4724146572682568,0.4054193915409401,0.4195571331936603,0.5323149602046576,0.5978285645183781,0.6707306078798974,0.6936603013681957,0.7339741184600439,0.8949304135426467,0.9521744428092552
112,0.6356320854935406,0.4283541484874995,0.6356320854935406,0.4283541484874995,0.5386388647363943,0.6214381596292501,0.5118888523467374,0.5737165892021702,0.8067622728854409,0.7846304042885727,0.9395678534090468,0.9965940067636244
113,0.6376193647196998,0.4976864980464323,0.6376193647196998,0.4976864980464323,0.5311917981626749,0.6498996107597862,0.6523511682065786,0.6898877178352194,0.7831209111608469,0.8840396526488751,0.9010606145963987,0.9352271547820986
114,0.5528092248417226,0.4866637017827996,0.5528092248417226,0.4866637017827996,0.5702091774507676,0.5904714765572129,0.6398907040500753,0.6866961707933908,0.7287011753552539,0.8334236108547147,0.920573776531774,0.978100034851625
115,0.5973763008334746,0.5172537831397873,0.5973763008334746,0.5172537831397873,0.512526279619499,0.5128322724664799,0.6527639476783239,0.738251662618662,0.8254085000414227,0.8109540366167559,0.8946877390107514,0.95413545694743
116,0.5865661009395979,0.4725815133336358,0.5865661009395979,0.4725815133336358,0.5276571085665857,0.6029441745395561,0.72567840203459,0.6533857483482998,0.8388047457016848,0.7519441184572835,0.8596881759806178,0.9941538277367478
117,0.6137706227385581,0.4426918798869481,0.6137706227385581,0.4426918798869481,0.5077104251832477,0.6702312004083129,0.6822968218556372,0.7440204950679806,0.8924231138391533,0.9693838980549396,0.9756533131103916,0.8952511693986116
118,0.5208327426318596,0.5231196522965892,0.5208327426318596,0.5231196522965892,0.5227672194814931,0.6216774460806934,0.6336214871733196,0.602738806185864,0.7267430422520939,0.8143068414435417,0.9625962351482588,0.9460101009231398
119,0.6553400258545623,0.4711449077230183,0.6553400258545623,0.4711449077230183,0.5196958693668089,0.5598866972172836,0.530744450447126,0.5452967302785963,0.684456741454357,0.7222794714702642,0.9358156668881225,0.9338669563270384
120,0.5666797572720663,0.4472395225784462,0.5666797572720663,0.4472395225784462,0.585433129020721,0.6721261261762099,0.6421714019095746,0.6850766350959988,0.8222968815889447,0.8462382998048669,0.9492824465479244,0.9573145695702217
121,0.6024674437917336,0.5329641942017286,0.6024674437917336,0.5329641942017286,0.5955410392688595,0.4946498195329905,0.5841828035479167,0.7431855366851089,0.8537312551685692,0.8635040942787254,0.9486834923931384,0.9493442062151636
122,0.636516965408522,0.4805754230467263,0.636516965408522,0.4805754230467263,0.5300767023844062,0.582506740841023,0.6335913082183832,0.7253138870298744,0.7989837466008471,0.8449236940369667,0.9365481319164264,0.9803641728946638
123,0.582563285488412,0.4313025668362391,0.582563285488412,0.4313025668362391,0.495427378233255,0.5590081272630386,0.5555919476904456,0.6138138630867794,0.7810320201601759,0.8197460877260324,0.9090704702283608,0.9566461929801
124,0.5101475943460116,0.4162223922660183,0.5101475943460116,0.4162223922660183,0.4327852018714813,0.4927439522765891,0.6046896959932967,0.6520032713551025,0.7516439765530212,0.8010737172505991,0.8882871658693922,0.9704315277588424
125,0.4947413915887962,0.3629578691101089,0.4947413915887962,0.3629578691101089,0.3972722370097769,0.4362396088695504,0.5223185146899366,0.6528251077315169,0.7761854574039898,0.8667926466856507,0.9555102955876152,0.926288041310774
126,0.4825144490325119,0.4174264026542207,0.4825144490325119,0.4174264026542207,0.4704160969481435,0.4658713338365716,0.5630219622085016,0.6217546707259007,0.6417382463964117,0.7819684216577395,0.9924937400905872,0.8314981403004652
127,0.5602535313331075,0.4777310109893419,0.5602535313331075,0.4777310109893419,0.4964506523200625,0.5143426505557728,0.6460016337123998,0.6482771309345073,0.7462913898901821,0.8881246215764498,0.9905227079905918,0.8626572056033616
